step,version,age,batch,loss,pg_loss,kl_loss,adv_mean,reward,eval_reward,rollout/n_total,rollout/n_appended,rollout/n_eos,rollout/n_budget,rollout/n_loop,rollout/n_invalid,rollout/n_empty,rollout/valid_rate,rollout/generated_tokens,rollout/valid_tokens,rollout/wall_time,rollout/rollout_tokens,rollout/expected_rollout_tokens,rollout/budgets_used,rollout/teacher_forward_tokens,rollout/loop_periods,rollout/temperature,rollout/repetition_penalty,rollout/loop_min_len,rollout/source,rollout/budget_utilization,rollout/truncation_rate,rollout/loop_rate,rollout/eos_rate,rollout/accuracy_proxy,rollout/raw_tok_per_sec,rollout/valid_tok_per_sec,rollout/useful_per_token,hit_rate,refresh_age_p95,reuse_p95,max_length_ratio,cache_health/status,cache_health/reason,lookup/total,lookup/hit,lookup/miss,lookup/invalid,lookup/duplicate,lookup/hit_rate,refresh_train/skipped,refresh_train/skip_reason,refresh_pool/size,pool
25,26,10,2,0.6037525534629822,0.4531298279762268,1.5062273740768433,-0.671875,-0.498046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,27,10,2,0.5032492280006409,0.3679497539997101,1.3529949188232422,-0.5390625,-0.427734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,28,10,2,0.5045994520187378,0.37344539165496826,1.3115407228469849,-0.59375,-0.5234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,29,9,2,0.3787398338317871,0.2535836100578308,1.2515619993209839,-0.2353515625,-0.263671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,30,10,2,0.6811025142669678,0.28714674711227417,3.9395575523376465,-0.265625,-0.306640625,-0.3774004215374589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,31,10,2,0.3525444269180298,0.2586681842803955,0.9387622475624084,-0.31640625,-0.298828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,32,10,2,0.41194644570350647,0.27066442370414734,1.4128202199935913,-0.31640625,-0.34765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,33,10,2,0.455282598733902,0.3222004473209381,1.3308215141296387,-0.373046875,-0.3984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,34,9,2,0.3105314075946808,0.2097826451063156,1.0074876546859741,-0.244140625,-0.19140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,35,9,2,0.3896387815475464,0.27048927545547485,1.1914951801300049,-0.3515625,-0.3359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,36,9,2,0.48356878757476807,0.30631282925605774,1.772559404373169,-0.4140625,-0.357421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,37,9,2,0.39791160821914673,0.24663010239601135,1.512814998626709,-0.357421875,-0.26953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,38,9,2,0.4164060652256012,0.26801955699920654,1.4838650226593018,-0.3828125,-0.3359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,39,9,2,0.485574334859848,0.3089255690574646,1.7664875984191895,-0.423828125,-0.400390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,40,10,2,0.41783738136291504,0.2798295319080353,1.3800784349441528,-0.306640625,-0.26171875,-0.3368149511516094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8,8,0,8,0,0,0,1.0,8192,8192,6.102213051170111,8192,8192,8192,16384,"(2, 3, 4)",0.7,1.0,8,student,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,1.0,,,,8192,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1342.4637801574577,1342.4637801574577,0.0009765625,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,1.0,,,,8192,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1342.4637801574577,1342.4637801574577,0.0009765625,1.0,0,0,0,HEALTHY,,0,0,0,0,0,0.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,8,
40,41,0,2,0.26997315883636475,0.13584882020950317,1.3412432670593262,-0.19214260578155518,-0.19214260578155518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refresh
41,42,0,2,0.25568413734436035,0.16135364770889282,0.9433049559593201,-0.23358628153800964,-0.16629497706890106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refresh
42,43,0,2,0.2407512217760086,0.1278260499238968,1.1292517185211182,-0.20080405473709106,-0.19626295566558838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refresh
43,44,0,2,0.3021450340747833,0.19148854911327362,1.1065647602081299,-0.31798580288887024,-0.18113264441490173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refresh
