step,version,age,batch,loss,pg_loss,kl_loss,adv_mean,reward,eval_reward,rollout/n_total,rollout/n_appended,rollout/n_eos,rollout/n_budget,rollout/n_loop,rollout/n_invalid,rollout/n_empty,rollout/valid_rate,rollout/generated_tokens,rollout/valid_tokens,rollout/wall_time,rollout/rollout_tokens,rollout/expected_rollout_tokens,rollout/budgets_used,rollout/teacher_forward_tokens,rollout/loop_periods,rollout/temperature,rollout/repetition_penalty,rollout/loop_min_len,rollout/source,rollout/budget_utilization,rollout/truncation_rate,rollout/loop_rate,rollout/eos_rate,rollout/accuracy_proxy,rollout/raw_tok_per_sec,rollout/valid_tok_per_sec,rollout/useful_per_token,hit_rate,refresh_age_p95,reuse_p95,max_length_ratio,cache_health/status,cache_health/reason,lookup/total,lookup/hit,lookup/miss,lookup/invalid,lookup/duplicate,lookup/hit_rate,refresh_train/skipped,refresh_train/skip_reason,refresh_pool/size,pool
16,17,9,2,1.0938141345977783,0.5388898253440857,1.1098486185073853,-0.87890625,-0.6015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,18,9,2,1.1345415115356445,0.608884334564209,1.051314353942871,-0.91796875,-0.9453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,19,9,2,0.8251248598098755,0.3768719434738159,0.8965057730674744,-0.40625,-0.54296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,20,10,2,1.0360066890716553,0.48493045568466187,1.1021524667739868,-0.5546875,-0.65625,-0.5527392271906137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,21,10,2,0.9109680652618408,0.3400087356567383,1.141918659210205,-0.322265625,-0.373046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,22,10,2,0.7703405618667603,0.3264978528022766,0.8876854181289673,-0.337890625,-0.39453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,23,10,2,0.958387553691864,0.37302684783935547,1.170721411705017,-0.447265625,-0.53125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,24,10,2,1.2009564638137817,0.3924136161804199,1.6170856952667236,-0.419921875,-0.48046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,25,10,2,0.9773268103599548,0.39538294076919556,1.1638877391815186,-0.4375,-0.5078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,10,2,1.430100440979004,0.40669676661491394,2.046807289123535,-0.5,-0.57421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,27,10,2,0.889115571975708,0.45154643058776855,0.8751382231712341,-0.63671875,-0.58984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,28,10,2,0.9790624380111694,0.455660879611969,1.0468031167984009,-0.69140625,-0.609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,29,9,2,0.8134462237358093,0.42833179235458374,0.7702288627624512,-0.6875,-0.6171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,30,10,2,0.8331384658813477,0.4376533329486847,0.7909702062606812,-0.76171875,-0.640625,-0.4809953039512038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,31,9,2,0.776708722114563,0.32226118445396423,0.9088951349258423,-0.359375,-0.349609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,32,9,2,0.6631015539169312,0.44388145208358765,0.4384402632713318,-0.69921875,-0.494140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,33,10,2,0.9045159816741943,0.5023866891860962,0.8042585849761963,-0.8671875,-0.76171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,34,10,2,0.8456907272338867,0.44574350118637085,0.7998944520950317,-0.73828125,-0.703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,35,9,2,0.852969765663147,0.3256484270095825,1.054642677307129,-0.396484375,-0.384765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,36,10,2,0.8945642709732056,0.4764292240142822,0.8362700939178467,-0.640625,-0.6953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,37,10,2,0.9646387696266174,0.5106191039085388,0.9080393314361572,-0.7734375,-0.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,38,10,2,0.7765403389930725,0.36195987462997437,0.8291609287261963,-0.50390625,-0.484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,39,9,2,0.7382277250289917,0.3275402784347534,0.8213749527931213,-0.333984375,-0.337890625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,40,10,2,0.7838504314422607,0.37792259454727173,0.811855673789978,-0.392578125,-0.408203125,-0.5035802349448204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8,8,0,8,0,0,0,1.0,8192,8192,4.728828579187393,8192,8192,8192,16384,"(2, 3, 4)",0.7,1.0,8,student,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,1.0,,,,8192,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1732.3529205636212,1732.3529205636212,0.0009765625,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,1.0,,,,8192,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1732.3529205636212,1732.3529205636212,0.0009765625,1.0,0,0,0,HEALTHY,,0,0,0,0,0,0.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,8,
40,41,0,2,0.5084782838821411,0.16818001866340637,0.6805964708328247,-0.27508091926574707,-0.27508091926574707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refresh
41,42,0,2,0.48561063408851624,0.2060849368572235,0.5590513944625854,-0.3600546717643738,-0.363332599401474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refresh
42,43,0,2,0.5919083952903748,0.2512444257736206,0.6813279390335083,-0.3566789925098419,-0.3792310059070587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refresh
43,44,0,2,0.4885314106941223,0.2543664276599884,0.46832993626594543,-0.4295688569545746,-0.4340823292732239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refresh
