step,version,age,batch,loss,pg_loss,kl_loss,adv_mean,reward,rollout/n_total,rollout/n_appended,rollout/n_eos,rollout/n_budget,rollout/n_loop,rollout/n_invalid,rollout/n_empty,rollout/valid_rate,rollout/generated_tokens,rollout/valid_tokens,rollout/wall_time,rollout/rollout_tokens,rollout/expected_rollout_tokens,rollout/budgets_used,rollout/teacher_forward_tokens,rollout/loop_periods,rollout/temperature,rollout/repetition_penalty,rollout/loop_min_len,rollout/source,rollout/budget_utilization,rollout/truncation_rate,rollout/loop_rate,rollout/eos_rate,rollout/accuracy_proxy,rollout/raw_tok_per_sec,rollout/valid_tok_per_sec,rollout/useful_per_token,hit_rate,refresh_age_p95,reuse_p95,max_length_ratio,cache_health/status,cache_health/reason,lookup/total,lookup/hit,lookup/miss,lookup/invalid,lookup/duplicate,lookup/hit_rate,refresh_train/skipped,refresh_train/skip_reason,refresh_pool/size,pool
10,11,9,2,0.7378014326095581,0.3745419979095459,0.7265188694000244,-0.318359375,-0.46875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,12,9,2,0.5764539241790771,0.3552783727645874,0.4423511326313019,-0.427734375,-0.515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,13,9,2,0.7258881330490112,0.32779720425605774,0.7961819171905518,-0.34765625,-0.40625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,14,10,2,0.8712054491043091,0.3386981189250946,1.0650146007537842,-0.2353515625,-0.37109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,15,10,2,0.9367726445198059,0.4942043423652649,0.885136604309082,-0.58984375,-0.578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,16,9,2,0.7386842966079712,0.4467211365699768,0.5839263200759888,-0.5390625,-0.55078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,17,10,2,0.9093393683433533,0.5018616318702698,0.814955472946167,-0.70703125,-0.703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,18,10,2,0.8582485914230347,0.39712345600128174,0.9222503304481506,-0.490234375,-0.58984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,19,10,2,0.7414355278015137,0.3994150757789612,0.684040904045105,-0.5390625,-0.69921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,20,9,2,0.645042896270752,0.36723223328590393,0.555621325969696,-0.484375,-0.484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,8,8,0,8,0,0,0,1.0,8192,8192,4.87497241050005,8192,8192,8192,16384,"(2, 3, 4)",0.7,1.0,8,student,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,,,,8192,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1680.4197665520135,1680.4197665520135,0.0009765625,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1.0,,,,8192,,,,,,,,,1.0,1.0,0.0,0.0,1.0,1680.4197665520135,1680.4197665520135,0.0009765625,1.0,0,0,0,HEALTHY,,0,0,0,0,0,0.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,8,
20,21,0,2,0.5351647138595581,0.2655840516090393,0.5391613245010376,-0.40192145109176636,-0.40192145109176636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refresh
21,22,0,2,0.74552321434021,0.2971527576446533,0.8967409133911133,-0.46561741828918457,-0.45594319701194763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refresh
22,23,0,2,0.629654586315155,0.1856614649295807,0.8879862427711487,-0.24794071912765503,-0.2423696517944336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refresh
23,24,0,2,0.7424612045288086,0.24550586938858032,0.9939106702804565,-0.3259567618370056,-0.41311216354370117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refresh
24,25,0,2,0.6542403101921082,0.3654917776584625,0.5774970650672913,-0.6171005964279175,-0.583516001701355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,refresh
